user_id,event_type,timestamp,user_type,age_group,usage_scenario
user_0001,signup,2024-10-24T18:38:21,家庭用户,18-24岁,家庭聚会
user_0001,first_song_selected,2024-10-24T18:50:21,家庭用户,18-24岁,家庭聚会
user_0001,first_song_completed,2024-10-24T18:58:21,家庭用户,18-24岁,家庭聚会
user_0002,signup,2024-10-03T21:25:57,年轻用户,45岁以上,独唱
user_0002,first_song_selected,2024-10-03T21:29:57,年轻用户,45岁以上,独唱
user_0003,signup,2024-11-10T17:33:07,年轻用户,25-34岁,练歌
user_0003,first_song_selected,2024-11-10T17:43:07,年轻用户,25-34岁,练歌
user_0003,first_song_completed,2024-11-10T17:46:07,年轻用户,25-34岁,练歌
user_0004,signup,2024-10-27T23:29:13,年轻用户,45岁以上,家庭聚会
user_0004,first_song_selected,2024-10-27T23:42:13,年轻用户,45岁以上,家庭聚会
user_0004,first_song_completed,2024-10-27T23:45:13,年轻用户,45岁以上,家庭聚会
user_0004,shared_recording,2024-10-27T23:57:13,年轻用户,45岁以上,家庭聚会
user_0005,signup,2024-12-10T20:23:53,家庭用户,35-44岁,独唱
user_0005,first_song_selected,2024-12-10T20:25:53,家庭用户,35-44岁,独唱
user_0006,signup,2024-12-25T23:15:07,年轻用户,35-44岁,练歌
user_0007,signup,2024-12-04T04:51:18,年轻用户,18-24岁,独唱
user_0007,first_song_selected,2024-12-04T04:56:18,年轻用户,18-24岁,独唱
user_0008,signup,2024-10-27T23:43:31,家庭用户,18-24岁,朋友聚会
user_0008,first_song_selected,2024-10-27T23:57:31,家庭用户,18-24岁,朋友聚会
user_0008,first_song_completed,2024-10-28T00:02:31,家庭用户,18-24岁,朋友聚会
user_0008,shared_recording,2024-10-28T00:24:31,家庭用户,18-24岁,朋友聚会
user_0009,signup,2024-12-01T15:36:23,年轻用户,18-24岁,练歌
user_0009,first_song_selected,2024-12-01T15:48:23,年轻用户,18-24岁,练歌
user_0009,first_song_completed,2024-12-01T15:54:23,年轻用户,18-24岁,练歌
user_0009,shared_recording,2024-12-01T16:24:23,年轻用户,18-24岁,练歌
user_0010,signup,2024-12-21T19:59:14,家庭用户,25-34岁,家庭聚会
user_0011,signup,2024-11-08T22:46:54,年轻用户,18-24岁,家庭聚会
user_0011,first_song_selected,2024-11-08T22:50:54,年轻用户,18-24岁,家庭聚会
user_0012,signup,2024-12-03T15:16:58,年轻用户,35-44岁,合唱
user_0012,first_song_selected,2024-12-03T15:31:58,年轻用户,35-44岁,合唱
user_0013,signup,2024-10-24T22:41:01,年轻用户,35-44岁,合唱
user_0014,signup,2024-11-08T18:40:14,年轻用户,45岁以上,练歌
user_0014,first_song_selected,2024-11-08T18:43:14,年轻用户,45岁以上,练歌
user_0015,signup,2024-10-15T20:08:45,年轻用户,18-24岁,独唱
user_0015,first_song_selected,2024-10-15T20:21:45,年轻用户,18-24岁,独唱
user_0016,signup,2024-11-27T20:31:14,年轻用户,45岁以上,朋友聚会
user_0017,signup,2024-12-06T04:30:01,年轻用户,18-24岁,独唱
user_0018,signup,2024-10-29T11:54:17,家庭用户,35-44岁,独唱
user_0018,first_song_selected,2024-10-29T12:02:17,家庭用户,35-44岁,独唱
user_0018,first_song_completed,2024-10-29T12:10:17,家庭用户,35-44岁,独唱
user_0019,signup,2024-12-28T14:34:37,年轻用户,25-34岁,练歌
user_0019,first_song_selected,2024-12-28T14:45:37,年轻用户,25-34岁,练歌
user_0019,first_song_completed,2024-12-28T14:53:37,年轻用户,25-34岁,练歌
user_0020,signup,2024-11-22T08:50:39,年轻用户,35-44岁,合唱
user_0021,signup,2024-11-01T11:20:18,音乐爱好者,18-24岁,练歌
user_0021,first_song_selected,2024-11-01T11:22:18,音乐爱好者,18-24岁,练歌
user_0022,signup,2024-10-06T14:58:31,家庭用户,35-44岁,合唱
user_0022,first_song_selected,2024-10-06T15:08:31,家庭用户,35-44岁,合唱
user_0023,signup,2024-12-13T20:19:53,年轻用户,45岁以上,独唱
user_0023,first_song_selected,2024-12-13T20:22:53,年轻用户,45岁以上,独唱
user_0023,first_song_completed,2024-12-13T20:28:53,年轻用户,45岁以上,独唱
user_0024,signup,2024-12-30T04:31:31,年轻用户,45岁以上,合唱
user_0024,first_song_selected,2024-12-30T04:43:31,年轻用户,45岁以上,合唱
user_0025,signup,2024-11-12T12:50:49,家庭用户,45岁以上,家庭聚会
user_0026,signup,2024-10-07T05:11:28,年轻用户,25-34岁,合唱
user_0026,first_song_selected,2024-10-07T05:21:28,年轻用户,25-34岁,合唱
user_0027,signup,2024-12-08T17:23:20,年轻用户,18-24岁,独唱
user_0027,first_song_selected,2024-12-08T17:27:20,年轻用户,18-24岁,独唱
user_0027,first_song_completed,2024-12-08T17:30:20,年轻用户,18-24岁,独唱
user_0028,signup,2024-12-04T22:49:52,年轻用户,25-34岁,家庭聚会
user_0028,first_song_selected,2024-12-04T22:58:52,年轻用户,25-34岁,家庭聚会
user_0028,first_song_completed,2024-12-04T23:05:52,年轻用户,25-34岁,家庭聚会
user_0029,signup,2024-10-19T11:41:14,年轻用户,45岁以上,朋友聚会
user_0029,first_song_selected,2024-10-19T11:52:14,年轻用户,45岁以上,朋友聚会
user_0030,signup,2024-12-05T09:03:11,年轻用户,45岁以上,独唱
user_0030,first_song_selected,2024-12-05T09:14:11,年轻用户,45岁以上,独唱
user_0030,first_song_completed,2024-12-05T09:20:11,年轻用户,45岁以上,独唱
user_0031,signup,2024-10-19T14:26:14,家庭用户,18-24岁,合唱
user_0031,first_song_selected,2024-10-19T14:34:14,家庭用户,18-24岁,合唱
user_0031,first_song_completed,2024-10-19T14:38:14,家庭用户,18-24岁,合唱
user_0031,shared_recording,2024-10-19T14:46:14,家庭用户,18-24岁,合唱
user_0032,signup,2024-12-18T10:49:41,家庭用户,18-24岁,朋友聚会
user_0033,signup,2024-12-21T04:05:07,年轻用户,18-24岁,练歌
user_0033,first_song_selected,2024-12-21T04:07:07,年轻用户,18-24岁,练歌
user_0034,signup,2024-11-17T03:37:33,家庭用户,25-34岁,朋友聚会
user_0034,first_song_selected,2024-11-17T03:51:33,家庭用户,25-34岁,朋友聚会
user_0034,first_song_completed,2024-11-17T03:54:33,家庭用户,25-34岁,朋友聚会
user_0034,shared_recording,2024-11-17T03:55:33,家庭用户,25-34岁,朋友聚会
user_0035,signup,2024-10-28T16:40:43,音乐爱好者,35-44岁,朋友聚会
user_0035,first_song_selected,2024-10-28T16:52:43,音乐爱好者,35-44岁,朋友聚会
user_0036,signup,2024-10-19T10:29:38,年轻用户,45岁以上,合唱
user_0036,first_song_selected,2024-10-19T10:30:38,年轻用户,45岁以上,合唱
user_0037,signup,2024-10-05T20:50:24,年轻用户,35-44岁,独唱
user_0037,first_song_selected,2024-10-05T20:59:24,年轻用户,35-44岁,独唱
user_0038,signup,2024-10-08T18:40:23,年轻用户,18-24岁,练歌
user_0039,signup,2024-11-09T04:51:54,年轻用户,18-24岁,合唱
user_0039,first_song_selected,2024-11-09T05:06:54,年轻用户,18-24岁,合唱
user_0040,signup,2024-10-08T23:02:06,年轻用户,18-24岁,练歌
user_0040,first_song_selected,2024-10-08T23:12:06,年轻用户,18-24岁,练歌
user_0041,signup,2024-12-05T00:34:28,年轻用户,35-44岁,合唱
user_0041,first_song_selected,2024-12-05T00:38:28,年轻用户,35-44岁,合唱
user_0041,first_song_completed,2024-12-05T00:42:28,年轻用户,35-44岁,合唱
user_0042,signup,2024-10-01T21:42:23,年轻用户,35-44岁,独唱
user_0042,first_song_selected,2024-10-01T21:52:23,年轻用户,35-44岁,独唱
user_0043,signup,2024-10-26T17:57:42,年轻用户,25-34岁,练歌
user_0043,first_song_selected,2024-10-26T18:03:42,年轻用户,25-34岁,练歌
user_0044,signup,2024-10-16T07:34:36,家庭用户,35-44岁,家庭聚会
user_0044,first_song_selected,2024-10-16T07:43:36,家庭用户,35-44岁,家庭聚会
user_0045,signup,2024-10-30T01:36:10,家庭用户,18-24岁,练歌
user_0046,signup,2024-10-12T04:58:05,年轻用户,25-34岁,家庭聚会
user_0047,signup,2024-10-28T08:32:22,家庭用户,25-34岁,家庭聚会
user_0047,first_song_selected,2024-10-28T08:44:22,家庭用户,25-34岁,家庭聚会
user_0047,first_song_completed,2024-10-28T08:52:22,家庭用户,25-34岁,家庭聚会
user_0048,signup,2024-12-27T21:35:12,年轻用户,45岁以上,家庭聚会
user_0049,signup,2024-10-05T06:43:46,年轻用户,45岁以上,家庭聚会
user_0049,first_song_selected,2024-10-05T06:56:46,年轻用户,45岁以上,家庭聚会
user_0049,first_song_completed,2024-10-05T07:01:46,年轻用户,45岁以上,家庭聚会
user_0049,shared_recording,2024-10-05T07:16:46,年轻用户,45岁以上,家庭聚会
user_0050,signup,2024-10-01T22:31:55,年轻用户,45岁以上,练歌
user_0050,first_song_selected,2024-10-01T22:46:55,年轻用户,45岁以上,练歌
user_0051,signup,2024-11-26T13:20:44,年轻用户,18-24岁,家庭聚会
user_0051,first_song_selected,2024-11-26T13:27:44,年轻用户,18-24岁,家庭聚会
user_0051,first_song_completed,2024-11-26T13:32:44,年轻用户,18-24岁,家庭聚会
user_0051,shared_recording,2024-11-26T14:02:44,年轻用户,18-24岁,家庭聚会
user_0052,signup,2024-10-21T09:30:49,家庭用户,18-24岁,家庭聚会
user_0052,first_song_selected,2024-10-21T09:41:49,家庭用户,18-24岁,家庭聚会
user_0052,first_song_completed,2024-10-21T09:48:49,家庭用户,18-24岁,家庭聚会
user_0053,signup,2024-12-23T22:40:38,年轻用户,25-34岁,合唱
user_0053,first_song_selected,2024-12-23T22:53:38,年轻用户,25-34岁,合唱
user_0054,signup,2024-12-11T12:19:10,家庭用户,18-24岁,合唱
user_0055,signup,2024-10-26T21:42:08,家庭用户,45岁以上,合唱
user_0055,first_song_selected,2024-10-26T21:54:08,家庭用户,45岁以上,合唱
user_0055,first_song_completed,2024-10-26T21:57:08,家庭用户,45岁以上,合唱
user_0056,signup,2024-10-30T15:08:46,年轻用户,45岁以上,家庭聚会
user_0057,signup,2024-12-04T01:59:19,家庭用户,25-34岁,独唱
user_0057,first_song_selected,2024-12-04T02:05:19,家庭用户,25-34岁,独唱
user_0057,first_song_completed,2024-12-04T02:08:19,家庭用户,25-34岁,独唱
user_0058,signup,2024-11-02T03:38:06,年轻用户,45岁以上,练歌
user_0059,signup,2024-11-26T08:52:19,年轻用户,35-44岁,合唱
user_0060,signup,2024-11-12T04:36:25,年轻用户,18-24岁,练歌
user_0060,first_song_selected,2024-11-12T04:49:25,年轻用户,18-24岁,练歌
user_0060,first_song_completed,2024-11-12T04:56:25,年轻用户,18-24岁,练歌
user_0061,signup,2024-10-05T07:25:41,年轻用户,25-34岁,家庭聚会
user_0061,first_song_selected,2024-10-05T07:26:41,年轻用户,25-34岁,家庭聚会
user_0062,signup,2024-11-11T20:59:44,家庭用户,25-34岁,家庭聚会
user_0062,first_song_selected,2024-11-11T21:10:44,家庭用户,25-34岁,家庭聚会
user_0063,signup,2024-11-19T05:40:51,家庭用户,18-24岁,家庭聚会
user_0063,first_song_selected,2024-11-19T05:47:51,家庭用户,18-24岁,家庭聚会
user_0063,first_song_completed,2024-11-19T05:55:51,家庭用户,18-24岁,家庭聚会
user_0063,shared_recording,2024-11-19T06:00:51,家庭用户,18-24岁,家庭聚会
user_0064,signup,2024-11-29T18:15:13,年轻用户,45岁以上,合唱
user_0064,first_song_selected,2024-11-29T18:22:13,年轻用户,45岁以上,合唱
user_0065,signup,2024-11-11T17:42:43,年轻用户,35-44岁,合唱
user_0066,signup,2024-11-12T21:26:09,家庭用户,35-44岁,朋友聚会
user_0066,first_song_selected,2024-11-12T21:30:09,家庭用户,35-44岁,朋友聚会
user_0067,signup,2024-10-28T13:16:12,家庭用户,25-34岁,独唱
user_0067,first_song_selected,2024-10-28T13:27:12,家庭用户,25-34岁,独唱
user_0068,signup,2024-10-22T19:27:02,年轻用户,25-34岁,家庭聚会
user_0069,signup,2024-11-16T03:08:52,年轻用户,18-24岁,合唱
user_0069,first_song_selected,2024-11-16T03:21:52,年轻用户,18-24岁,合唱
user_0069,first_song_completed,2024-11-16T03:27:52,年轻用户,18-24岁,合唱
user_0070,signup,2024-11-08T19:15:31,年轻用户,45岁以上,朋友聚会
user_0070,first_song_selected,2024-11-08T19:26:31,年轻用户,45岁以上,朋友聚会
user_0071,signup,2024-10-22T05:56:12,家庭用户,18-24岁,朋友聚会
user_0071,first_song_selected,2024-10-22T06:08:12,家庭用户,18-24岁,朋友聚会
user_0072,signup,2024-11-14T07:37:59,年轻用户,25-34岁,独唱
user_0072,first_song_selected,2024-11-14T07:45:59,年轻用户,25-34岁,独唱
user_0073,signup,2024-11-29T11:35:00,音乐爱好者,35-44岁,朋友聚会
user_0074,signup,2024-11-13T07:03:14,家庭用户,45岁以上,练歌
user_0075,signup,2024-10-26T03:57:36,家庭用户,45岁以上,朋友聚会
user_0076,signup,2024-11-17T01:11:34,家庭用户,35-44岁,练歌
user_0076,first_song_selected,2024-11-17T01:16:34,家庭用户,35-44岁,练歌
user_0077,signup,2024-11-02T14:34:53,家庭用户,25-34岁,家庭聚会
user_0077,first_song_selected,2024-11-02T14:43:53,家庭用户,25-34岁,家庭聚会
user_0077,first_song_completed,2024-11-02T14:47:53,家庭用户,25-34岁,家庭聚会
user_0077,shared_recording,2024-11-02T15:10:53,家庭用户,25-34岁,家庭聚会
user_0078,signup,2024-11-10T06:42:44,年轻用户,25-34岁,独唱
user_0078,first_song_selected,2024-11-10T06:51:44,年轻用户,25-34岁,独唱
user_0079,signup,2024-12-27T20:25:35,年轻用户,45岁以上,朋友聚会
user_0080,signup,2024-11-06T22:21:07,音乐爱好者,18-24岁,练歌
user_0080,first_song_selected,2024-11-06T22:27:07,音乐爱好者,18-24岁,练歌
user_0080,first_song_completed,2024-11-06T22:33:07,音乐爱好者,18-24岁,练歌
user_0081,signup,2024-12-12T13:50:15,音乐爱好者,45岁以上,练歌
user_0082,signup,2024-10-22T07:17:22,家庭用户,25-34岁,朋友聚会
user_0082,first_song_selected,2024-10-22T07:25:22,家庭用户,25-34岁,朋友聚会
user_0082,first_song_completed,2024-10-22T07:30:22,家庭用户,25-34岁,朋友聚会
user_0083,signup,2024-12-29T06:41:14,家庭用户,25-34岁,朋友聚会
user_0083,first_song_selected,2024-12-29T06:51:14,家庭用户,25-34岁,朋友聚会
user_0084,signup,2024-12-02T09:42:54,音乐爱好者,18-24岁,独唱
user_0084,first_song_selected,2024-12-02T09:56:54,音乐爱好者,18-24岁,独唱
user_0085,signup,2024-10-21T13:12:15,年轻用户,45岁以上,家庭聚会
user_0085,first_song_selected,2024-10-21T13:18:15,年轻用户,45岁以上,家庭聚会
user_0086,signup,2024-12-21T01:29:00,年轻用户,45岁以上,家庭聚会
user_0086,first_song_selected,2024-12-21T01:30:00,年轻用户,45岁以上,家庭聚会
user_0087,signup,2024-12-03T02:56:43,年轻用户,35-44岁,合唱
user_0087,first_song_selected,2024-12-03T03:07:43,年轻用户,35-44岁,合唱
user_0087,first_song_completed,2024-12-03T03:10:43,年轻用户,35-44岁,合唱
user_0088,signup,2024-10-15T19:04:35,年轻用户,18-24岁,练歌
user_0088,first_song_selected,2024-10-15T19:12:35,年轻用户,18-24岁,练歌
user_0089,signup,2024-12-07T21:52:17,年轻用户,25-34岁,朋友聚会
user_0089,first_song_selected,2024-12-07T21:58:17,年轻用户,25-34岁,朋友聚会
user_0089,first_song_completed,2024-12-07T22:05:17,年轻用户,25-34岁,朋友聚会
user_0090,signup,2024-10-11T11:53:18,家庭用户,25-34岁,家庭聚会
user_0090,first_song_selected,2024-10-11T12:08:18,家庭用户,25-34岁,家庭聚会
user_0090,first_song_completed,2024-10-11T12:16:18,家庭用户,25-34岁,家庭聚会
user_0091,signup,2024-11-27T11:41:16,年轻用户,25-34岁,独唱
user_0091,first_song_selected,2024-11-27T11:52:16,年轻用户,25-34岁,独唱
user_0091,first_song_completed,2024-11-27T12:00:16,年轻用户,25-34岁,独唱
user_0092,signup,2024-12-15T23:40:21,家庭用户,18-24岁,练歌
user_0092,first_song_selected,2024-12-15T23:49:21,家庭用户,18-24岁,练歌
user_0093,signup,2024-12-22T11:39:16,年轻用户,35-44岁,独唱
user_0093,first_song_selected,2024-12-22T11:47:16,年轻用户,35-44岁,独唱
user_0093,first_song_completed,2024-12-22T11:52:16,年轻用户,35-44岁,独唱
user_0094,signup,2024-10-18T02:25:43,家庭用户,25-34岁,朋友聚会
user_0095,signup,2024-12-18T11:14:26,音乐爱好者,35-44岁,练歌
user_0096,signup,2024-12-20T04:06:03,家庭用户,45岁以上,朋友聚会
user_0097,signup,2024-10-28T01:56:59,年轻用户,25-34岁,独唱
user_0098,signup,2024-11-29T06:10:33,年轻用户,45岁以上,练歌
user_0098,first_song_selected,2024-11-29T06:16:33,年轻用户,45岁以上,练歌
user_0098,first_song_completed,2024-11-29T06:21:33,年轻用户,45岁以上,练歌
user_0098,shared_recording,2024-11-29T06:28:33,年轻用户,45岁以上,练歌
user_0099,signup,2024-10-28T03:39:05,年轻用户,35-44岁,家庭聚会
user_0100,signup,2024-10-01T23:39:13,家庭用户,35-44岁,练歌
user_0100,first_song_selected,2024-10-01T23:43:13,家庭用户,35-44岁,练歌
user_0100,first_song_completed,2024-10-01T23:51:13,家庭用户,35-44岁,练歌
user_0100,shared_recording,2024-10-02T00:09:13,家庭用户,35-44岁,练歌
user_0101,signup,2024-11-13T12:19:20,家庭用户,45岁以上,朋友聚会
user_0102,signup,2024-12-07T03:58:51,年轻用户,25-34岁,朋友聚会
user_0102,first_song_selected,2024-12-07T04:09:51,年轻用户,25-34岁,朋友聚会
user_0103,signup,2024-12-12T10:09:19,年轻用户,35-44岁,朋友聚会
user_0103,first_song_selected,2024-12-12T10:15:19,年轻用户,35-44岁,朋友聚会
user_0104,signup,2024-10-12T17:08:54,年轻用户,35-44岁,合唱
user_0105,signup,2024-10-22T00:12:45,年轻用户,25-34岁,合唱
user_0106,signup,2024-12-20T20:09:52,年轻用户,35-44岁,独唱
user_0106,first_song_selected,2024-12-20T20:13:52,年轻用户,35-44岁,独唱
user_0106,first_song_completed,2024-12-20T20:18:52,年轻用户,35-44岁,独唱
user_0106,shared_recording,2024-12-20T20:36:52,年轻用户,35-44岁,独唱
user_0107,signup,2024-11-23T17:25:11,年轻用户,18-24岁,独唱
user_0107,first_song_selected,2024-11-23T17:28:11,年轻用户,18-24岁,独唱
user_0108,signup,2024-11-25T17:39:59,家庭用户,18-24岁,独唱
user_0108,first_song_selected,2024-11-25T17:47:59,家庭用户,18-24岁,独唱
user_0109,signup,2024-12-23T15:57:36,年轻用户,18-24岁,家庭聚会
user_0109,first_song_selected,2024-12-23T16:11:36,年轻用户,18-24岁,家庭聚会
user_0109,first_song_completed,2024-12-23T16:17:36,年轻用户,18-24岁,家庭聚会
user_0109,shared_recording,2024-12-23T16:38:36,年轻用户,18-24岁,家庭聚会
user_0110,signup,2024-12-18T18:05:52,家庭用户,25-34岁,合唱
user_0110,first_song_selected,2024-12-18T18:10:52,家庭用户,25-34岁,合唱
user_0110,first_song_completed,2024-12-18T18:14:52,家庭用户,25-34岁,合唱
user_0110,shared_recording,2024-12-18T18:39:52,家庭用户,25-34岁,合唱
user_0111,signup,2024-11-06T22:20:42,年轻用户,25-34岁,练歌
user_0111,first_song_selected,2024-11-06T22:28:42,年轻用户,25-34岁,练歌
user_0111,first_song_completed,2024-11-06T22:35:42,年轻用户,25-34岁,练歌
user_0112,signup,2024-12-11T20:31:59,年轻用户,18-24岁,练歌
user_0112,first_song_selected,2024-12-11T20:44:59,年轻用户,18-24岁,练歌
user_0112,first_song_completed,2024-12-11T20:48:59,年轻用户,18-24岁,练歌
user_0112,shared_recording,2024-12-11T20:51:59,年轻用户,18-24岁,练歌
user_0113,signup,2024-10-08T06:54:49,年轻用户,25-34岁,练歌
user_0113,first_song_selected,2024-10-08T07:01:49,年轻用户,25-34岁,练歌
user_0114,signup,2024-10-23T11:22:43,年轻用户,35-44岁,独唱
user_0114,first_song_selected,2024-10-23T11:27:43,年轻用户,35-44岁,独唱
user_0115,signup,2024-12-16T11:46:20,年轻用户,25-34岁,家庭聚会
user_0116,signup,2024-10-12T03:26:53,年轻用户,25-34岁,朋友聚会
user_0116,first_song_selected,2024-10-12T03:37:53,年轻用户,25-34岁,朋友聚会
user_0116,first_song_completed,2024-10-12T03:42:53,年轻用户,25-34岁,朋友聚会
user_0117,signup,2024-11-27T18:33:11,年轻用户,25-34岁,家庭聚会
user_0118,signup,2024-10-13T01:45:54,年轻用户,35-44岁,朋友聚会
user_0118,first_song_selected,2024-10-13T01:50:54,年轻用户,35-44岁,朋友聚会
user_0119,signup,2024-10-08T19:26:35,音乐爱好者,45岁以上,朋友聚会
user_0119,first_song_selected,2024-10-08T19:41:35,音乐爱好者,45岁以上,朋友聚会
user_0120,signup,2024-10-09T20:48:25,年轻用户,35-44岁,独唱
user_0120,first_song_selected,2024-10-09T20:59:25,年轻用户,35-44岁,独唱
user_0121,signup,2024-11-25T22:45:10,年轻用户,18-24岁,家庭聚会
user_0121,first_song_selected,2024-11-25T22:58:10,年轻用户,18-24岁,家庭聚会
user_0121,first_song_completed,2024-11-25T23:05:10,年轻用户,18-24岁,家庭聚会
user_0122,signup,2024-11-12T07:41:08,音乐爱好者,25-34岁,练歌
user_0122,first_song_selected,2024-11-12T07:49:08,音乐爱好者,25-34岁,练歌
user_0123,signup,2024-11-01T04:07:11,年轻用户,45岁以上,家庭聚会
user_0123,first_song_selected,2024-11-01T04:21:11,年轻用户,45岁以上,家庭聚会
user_0123,first_song_completed,2024-11-01T04:27:11,年轻用户,45岁以上,家庭聚会
user_0124,signup,2024-10-04T13:30:37,年轻用户,45岁以上,练歌
user_0124,first_song_selected,2024-10-04T13:36:37,年轻用户,45岁以上,练歌
user_0124,first_song_completed,2024-10-04T13:39:37,年轻用户,45岁以上,练歌
user_0125,signup,2024-11-14T20:28:58,年轻用户,18-24岁,练歌
user_0125,first_song_selected,2024-11-14T20:32:58,年轻用户,18-24岁,练歌
user_0126,signup,2024-12-13T18:54:22,家庭用户,45岁以上,朋友聚会
user_0126,first_song_selected,2024-12-13T18:59:22,家庭用户,45岁以上,朋友聚会
