user_id,event_type,timestamp,user_type,age_group,usage_scenario
user_0127,signup,2024-10-12T18:56:35,音乐爱好者,45岁以上,朋友聚会
user_0127,first_song_selected,2024-10-12T19:07:35,音乐爱好者,45岁以上,朋友聚会
user_0128,signup,2024-11-23T11:32:52,年轻用户,25-34岁,家庭聚会
user_0128,first_song_selected,2024-11-23T11:39:52,年轻用户,25-34岁,家庭聚会
user_0128,first_song_completed,2024-11-23T11:42:52,年轻用户,25-34岁,家庭聚会
user_0128,shared_recording,2024-11-23T11:46:52,年轻用户,25-34岁,家庭聚会
user_0129,signup,2024-12-30T13:14:20,家庭用户,25-34岁,朋友聚会
user_0129,first_song_selected,2024-12-30T13:23:20,家庭用户,25-34岁,朋友聚会
user_0130,signup,2024-10-24T15:56:03,年轻用户,45岁以上,朋友聚会
user_0130,first_song_selected,2024-10-24T15:59:03,年轻用户,45岁以上,朋友聚会
user_0131,signup,2024-10-27T19:42:11,音乐爱好者,25-34岁,独唱
user_0132,signup,2024-10-26T22:33:26,家庭用户,35-44岁,练歌
user_0133,signup,2024-11-26T07:19:09,年轻用户,35-44岁,练歌
user_0134,signup,2024-11-22T06:59:01,年轻用户,25-34岁,朋友聚会
user_0134,first_song_selected,2024-11-22T07:05:01,年轻用户,25-34岁,朋友聚会
user_0135,signup,2024-12-24T10:19:07,年轻用户,45岁以上,家庭聚会
user_0135,first_song_selected,2024-12-24T10:31:07,年轻用户,45岁以上,家庭聚会
user_0135,first_song_completed,2024-12-24T10:37:07,年轻用户,45岁以上,家庭聚会
user_0135,shared_recording,2024-12-24T11:02:07,年轻用户,45岁以上,家庭聚会
user_0136,signup,2024-12-08T11:18:00,年轻用户,35-44岁,朋友聚会
user_0137,signup,2024-10-04T14:15:43,年轻用户,25-34岁,朋友聚会
user_0137,first_song_selected,2024-10-04T14:25:43,年轻用户,25-34岁,朋友聚会
user_0137,first_song_completed,2024-10-04T14:28:43,年轻用户,25-34岁,朋友聚会
user_0138,signup,2024-12-10T03:24:58,年轻用户,45岁以上,独唱
user_0138,first_song_selected,2024-12-10T03:38:58,年轻用户,45岁以上,独唱
user_0139,signup,2024-11-02T20:54:17,年轻用户,45岁以上,家庭聚会
user_0139,first_song_selected,2024-11-02T21:01:17,年轻用户,45岁以上,家庭聚会
user_0140,signup,2024-11-30T20:32:52,家庭用户,45岁以上,家庭聚会
user_0140,first_song_selected,2024-11-30T20:45:52,家庭用户,45岁以上,家庭聚会
user_0141,signup,2024-12-01T06:42:42,年轻用户,18-24岁,合唱
user_0141,first_song_selected,2024-12-01T06:47:42,年轻用户,18-24岁,合唱
user_0142,signup,2024-12-13T19:47:23,家庭用户,45岁以上,独唱
user_0142,first_song_selected,2024-12-13T20:01:23,家庭用户,45岁以上,独唱
user_0142,first_song_completed,2024-12-13T20:05:23,家庭用户,45岁以上,独唱
user_0143,signup,2024-12-17T07:08:55,音乐爱好者,18-24岁,家庭聚会
user_0143,first_song_selected,2024-12-17T07:14:55,音乐爱好者,18-24岁,家庭聚会
user_0143,first_song_completed,2024-12-17T07:18:55,音乐爱好者,18-24岁,家庭聚会
user_0143,shared_recording,2024-12-17T07:32:55,音乐爱好者,18-24岁,家庭聚会
user_0144,signup,2024-10-17T23:56:28,年轻用户,25-34岁,合唱
user_0144,first_song_selected,2024-10-18T00:10:28,年轻用户,25-34岁,合唱
user_0145,signup,2024-10-14T21:29:18,家庭用户,45岁以上,练歌
user_0145,first_song_selected,2024-10-14T21:40:18,家庭用户,45岁以上,练歌
user_0145,first_song_completed,2024-10-14T21:45:18,家庭用户,45岁以上,练歌
user_0146,signup,2024-12-05T18:56:52,家庭用户,45岁以上,家庭聚会
user_0146,first_song_selected,2024-12-05T18:58:52,家庭用户,45岁以上,家庭聚会
user_0147,signup,2024-12-07T00:32:49,年轻用户,35-44岁,朋友聚会
user_0147,first_song_selected,2024-12-07T00:46:49,年轻用户,35-44岁,朋友聚会
user_0147,first_song_completed,2024-12-07T00:52:49,年轻用户,35-44岁,朋友聚会
user_0148,signup,2024-11-04T20:26:07,年轻用户,45岁以上,练歌
user_0148,first_song_selected,2024-11-04T20:38:07,年轻用户,45岁以上,练歌
user_0148,first_song_completed,2024-11-04T20:46:07,年轻用户,45岁以上,练歌
user_0148,shared_recording,2024-11-04T20:47:07,年轻用户,45岁以上,练歌
user_0149,signup,2024-12-12T08:22:37,年轻用户,18-24岁,练歌
user_0149,first_song_selected,2024-12-12T08:37:37,年轻用户,18-24岁,练歌
user_0150,signup,2024-12-17T20:38:12,家庭用户,25-34岁,练歌
user_0150,first_song_selected,2024-12-17T20:49:12,家庭用户,25-34岁,练歌
user_0150,first_song_completed,2024-12-17T20:54:12,家庭用户,25-34岁,练歌
user_0151,signup,2024-12-27T17:04:59,家庭用户,25-34岁,独唱
user_0151,first_song_selected,2024-12-27T17:05:59,家庭用户,25-34岁,独唱
user_0151,first_song_completed,2024-12-27T17:11:59,家庭用户,25-34岁,独唱
user_0151,shared_recording,2024-12-27T17:23:59,家庭用户,25-34岁,独唱
user_0152,signup,2024-11-01T17:18:38,家庭用户,18-24岁,家庭聚会
user_0153,signup,2024-12-25T02:18:04,年轻用户,25-34岁,练歌
user_0154,signup,2024-10-25T22:47:01,年轻用户,35-44岁,合唱
user_0155,signup,2024-12-18T01:59:51,音乐爱好者,35-44岁,家庭聚会
user_0155,first_song_selected,2024-12-18T02:01:51,音乐爱好者,35-44岁,家庭聚会
user_0155,first_song_completed,2024-12-18T02:05:51,音乐爱好者,35-44岁,家庭聚会
user_0156,signup,2024-11-05T12:19:03,家庭用户,45岁以上,练歌
user_0156,first_song_selected,2024-11-05T12:26:03,家庭用户,45岁以上,练歌
user_0156,first_song_completed,2024-11-05T12:33:03,家庭用户,45岁以上,练歌
user_0156,shared_recording,2024-11-05T12:45:03,家庭用户,45岁以上,练歌
user_0157,signup,2024-11-06T23:51:13,家庭用户,35-44岁,练歌
user_0158,signup,2024-11-15T18:37:14,音乐爱好者,18-24岁,合唱
user_0158,first_song_selected,2024-11-15T18:52:14,音乐爱好者,18-24岁,合唱
user_0159,signup,2024-12-01T16:35:54,年轻用户,25-34岁,独唱
user_0160,signup,2024-10-12T07:52:28,音乐爱好者,35-44岁,朋友聚会
user_0160,first_song_selected,2024-10-12T07:53:28,音乐爱好者,35-44岁,朋友聚会
user_0160,first_song_completed,2024-10-12T07:59:28,音乐爱好者,35-44岁,朋友聚会
user_0160,shared_recording,2024-10-12T08:07:28,音乐爱好者,35-44岁,朋友聚会
user_0161,signup,2024-11-14T01:03:59,家庭用户,25-34岁,朋友聚会
user_0161,first_song_selected,2024-11-14T01:15:59,家庭用户,25-34岁,朋友聚会
user_0162,signup,2024-12-03T14:04:43,年轻用户,25-34岁,朋友聚会
user_0162,first_song_selected,2024-12-03T14:12:43,年轻用户,25-34岁,朋友聚会
user_0163,signup,2024-12-07T00:28:13,音乐爱好者,35-44岁,独唱
user_0163,first_song_selected,2024-12-07T00:36:13,音乐爱好者,35-44岁,独唱
user_0164,signup,2024-12-06T13:45:02,年轻用户,35-44岁,独唱
user_0164,first_song_selected,2024-12-06T14:00:02,年轻用户,35-44岁,独唱
user_0165,signup,2024-10-19T10:17:09,年轻用户,45岁以上,家庭聚会
user_0166,signup,2024-12-04T08:21:47,音乐爱好者,45岁以上,独唱
user_0166,first_song_selected,2024-12-04T08:32:47,音乐爱好者,45岁以上,独唱
user_0167,signup,2024-10-13T05:25:26,年轻用户,35-44岁,合唱
user_0168,signup,2024-10-21T23:12:11,年轻用户,25-34岁,练歌
user_0169,signup,2024-10-01T06:36:26,年轻用户,25-34岁,练歌
user_0169,first_song_selected,2024-10-01T06:39:26,年轻用户,25-34岁,练歌
user_0170,signup,2024-12-04T04:22:33,年轻用户,25-34岁,独唱
user_0171,signup,2024-11-27T04:07:36,年轻用户,35-44岁,合唱
user_0171,first_song_selected,2024-11-27T04:10:36,年轻用户,35-44岁,合唱
user_0171,first_song_completed,2024-11-27T04:14:36,年轻用户,35-44岁,合唱
user_0172,signup,2024-11-13T12:33:25,年轻用户,18-24岁,朋友聚会
user_0173,signup,2024-11-18T22:01:45,年轻用户,18-24岁,朋友聚会
user_0173,first_song_selected,2024-11-18T22:11:45,年轻用户,18-24岁,朋友聚会
user_0173,first_song_completed,2024-11-18T22:19:45,年轻用户,18-24岁,朋友聚会
user_0174,signup,2024-11-16T12:06:31,年轻用户,18-24岁,独唱
user_0175,signup,2024-12-09T04:00:55,年轻用户,18-24岁,朋友聚会
user_0176,signup,2024-11-29T01:26:08,年轻用户,18-24岁,家庭聚会
user_0176,first_song_selected,2024-11-29T01:29:08,年轻用户,18-24岁,家庭聚会
user_0176,first_song_completed,2024-11-29T01:37:08,年轻用户,18-24岁,家庭聚会
user_0177,signup,2024-11-21T12:17:13,家庭用户,45岁以上,练歌
user_0177,first_song_selected,2024-11-21T12:26:13,家庭用户,45岁以上,练歌
user_0178,signup,2024-12-09T23:40:43,年轻用户,18-24岁,练歌
user_0179,signup,2024-11-02T21:46:04,年轻用户,25-34岁,朋友聚会
user_0180,signup,2024-11-11T10:25:55,年轻用户,18-24岁,家庭聚会
user_0180,first_song_selected,2024-11-11T10:30:55,年轻用户,18-24岁,家庭聚会
user_0180,first_song_completed,2024-11-11T10:34:55,年轻用户,18-24岁,家庭聚会
user_0181,signup,2024-10-10T01:14:30,年轻用户,18-24岁,独唱
user_0181,first_song_selected,2024-10-10T01:26:30,年轻用户,18-24岁,独唱
user_0182,signup,2024-11-24T12:35:28,家庭用户,18-24岁,练歌
user_0182,first_song_selected,2024-11-24T12:46:28,家庭用户,18-24岁,练歌
user_0182,first_song_completed,2024-11-24T12:51:28,家庭用户,18-24岁,练歌
user_0183,signup,2024-10-28T22:13:30,音乐爱好者,45岁以上,独唱
user_0183,first_song_selected,2024-10-28T22:19:30,音乐爱好者,45岁以上,独唱
user_0183,first_song_completed,2024-10-28T22:26:30,音乐爱好者,45岁以上,独唱
user_0183,shared_recording,2024-10-28T22:48:30,音乐爱好者,45岁以上,独唱
user_0184,signup,2024-12-22T01:51:46,年轻用户,18-24岁,家庭聚会
user_0184,first_song_selected,2024-12-22T01:53:46,年轻用户,18-24岁,家庭聚会
user_0185,signup,2024-12-14T12:14:50,年轻用户,45岁以上,练歌
user_0186,signup,2024-12-30T04:55:23,家庭用户,18-24岁,练歌
user_0186,first_song_selected,2024-12-30T05:07:23,家庭用户,18-24岁,练歌
user_0186,first_song_completed,2024-12-30T05:11:23,家庭用户,18-24岁,练歌
user_0186,shared_recording,2024-12-30T05:36:23,家庭用户,18-24岁,练歌
user_0187,signup,2024-10-01T14:13:39,年轻用户,35-44岁,家庭聚会
user_0187,first_song_selected,2024-10-01T14:16:39,年轻用户,35-44岁,家庭聚会
user_0188,signup,2024-10-09T21:48:39,年轻用户,25-34岁,独唱
user_0189,signup,2024-11-03T02:20:42,年轻用户,45岁以上,朋友聚会
user_0189,first_song_selected,2024-11-03T02:25:42,年轻用户,45岁以上,朋友聚会
user_0190,signup,2024-10-16T02:31:38,家庭用户,18-24岁,独唱
user_0190,first_song_selected,2024-10-16T02:41:38,家庭用户,18-24岁,独唱
user_0190,first_song_completed,2024-10-16T02:44:38,家庭用户,18-24岁,独唱
user_0190,shared_recording,2024-10-16T03:06:38,家庭用户,18-24岁,独唱
user_0191,signup,2024-10-27T12:31:29,年轻用户,45岁以上,朋友聚会
user_0191,first_song_selected,2024-10-27T12:40:29,年轻用户,45岁以上,朋友聚会
user_0191,first_song_completed,2024-10-27T12:46:29,年轻用户,45岁以上,朋友聚会
user_0191,shared_recording,2024-10-27T13:08:29,年轻用户,45岁以上,朋友聚会
user_0192,signup,2024-12-04T18:31:53,家庭用户,45岁以上,练歌
user_0192,first_song_selected,2024-12-04T18:35:53,家庭用户,45岁以上,练歌
user_0192,first_song_completed,2024-12-04T18:42:53,家庭用户,45岁以上,练歌
user_0192,shared_recording,2024-12-04T18:49:53,家庭用户,45岁以上,练歌
user_0193,signup,2024-12-14T04:37:26,年轻用户,25-34岁,合唱
user_0193,first_song_selected,2024-12-14T04:43:26,年轻用户,25-34岁,合唱
user_0193,first_song_completed,2024-12-14T04:49:26,年轻用户,25-34岁,合唱
user_0194,signup,2024-12-08T07:40:22,年轻用户,45岁以上,练歌
user_0194,first_song_selected,2024-12-08T07:49:22,年轻用户,45岁以上,练歌
user_0195,signup,2024-12-23T16:03:23,家庭用户,18-24岁,朋友聚会
user_0196,signup,2024-12-23T16:51:42,年轻用户,45岁以上,独唱
user_0196,first_song_selected,2024-12-23T16:58:42,年轻用户,45岁以上,独唱
user_0197,signup,2024-10-12T04:22:24,家庭用户,45岁以上,家庭聚会
user_0197,first_song_selected,2024-10-12T04:28:24,家庭用户,45岁以上,家庭聚会
user_0197,first_song_completed,2024-10-12T04:35:24,家庭用户,45岁以上,家庭聚会
user_0197,shared_recording,2024-10-12T04:58:24,家庭用户,45岁以上,家庭聚会
user_0198,signup,2024-12-21T23:47:28,音乐爱好者,18-24岁,朋友聚会
user_0198,first_song_selected,2024-12-21T23:54:28,音乐爱好者,18-24岁,朋友聚会
user_0199,signup,2024-12-12T09:51:04,年轻用户,45岁以上,家庭聚会
user_0199,first_song_selected,2024-12-12T09:57:04,年轻用户,45岁以上,家庭聚会
user_0200,signup,2024-11-19T12:16:27,年轻用户,18-24岁,练歌
user_0200,first_song_selected,2024-11-19T12:29:27,年轻用户,18-24岁,练歌
user_0200,first_song_completed,2024-11-19T12:37:27,年轻用户,18-24岁,练歌
user_0201,signup,2024-10-10T23:33:06,家庭用户,25-34岁,合唱
user_0201,first_song_selected,2024-10-10T23:37:06,家庭用户,25-34岁,合唱
user_0201,first_song_completed,2024-10-10T23:41:06,家庭用户,25-34岁,合唱
user_0202,signup,2024-11-15T01:05:20,家庭用户,25-34岁,朋友聚会
user_0203,signup,2024-12-02T10:16:46,家庭用户,45岁以上,练歌
user_0203,first_song_selected,2024-12-02T10:26:46,家庭用户,45岁以上,练歌
user_0203,first_song_completed,2024-12-02T10:34:46,家庭用户,45岁以上,练歌
user_0203,shared_recording,2024-12-02T10:49:46,家庭用户,45岁以上,练歌
user_0204,signup,2024-12-17T07:34:57,年轻用户,45岁以上,家庭聚会
user_0204,first_song_selected,2024-12-17T07:35:57,年轻用户,45岁以上,家庭聚会
user_0204,first_song_completed,2024-12-17T07:38:57,年轻用户,45岁以上,家庭聚会
user_0204,shared_recording,2024-12-17T07:53:57,年轻用户,45岁以上,家庭聚会
user_0205,signup,2024-10-08T10:47:46,年轻用户,35-44岁,家庭聚会
user_0205,first_song_selected,2024-10-08T11:01:46,年轻用户,35-44岁,家庭聚会
user_0205,first_song_completed,2024-10-08T11:08:46,年轻用户,35-44岁,家庭聚会
user_0206,signup,2024-12-28T06:14:23,年轻用户,18-24岁,朋友聚会
user_0207,signup,2024-11-16T04:17:45,家庭用户,35-44岁,练歌
user_0207,first_song_selected,2024-11-16T04:18:45,家庭用户,35-44岁,练歌
user_0208,signup,2024-11-18T23:41:03,家庭用户,35-44岁,独唱
user_0208,first_song_selected,2024-11-18T23:42:03,家庭用户,35-44岁,独唱
user_0208,first_song_completed,2024-11-18T23:48:03,家庭用户,35-44岁,独唱
user_0209,signup,2024-11-06T04:48:29,年轻用户,25-34岁,家庭聚会
user_0210,signup,2024-10-06T02:01:13,年轻用户,35-44岁,练歌
user_0211,signup,2024-10-10T04:12:53,家庭用户,18-24岁,家庭聚会
user_0211,first_song_selected,2024-10-10T04:19:53,家庭用户,18-24岁,家庭聚会
user_0211,first_song_completed,2024-10-10T04:27:53,家庭用户,18-24岁,家庭聚会
user_0212,signup,2024-10-08T21:54:48,音乐爱好者,25-34岁,家庭聚会
user_0212,first_song_selected,2024-10-08T21:57:48,音乐爱好者,25-34岁,家庭聚会
user_0213,signup,2024-11-27T18:32:47,年轻用户,45岁以上,合唱
user_0213,first_song_selected,2024-11-27T18:34:47,年轻用户,45岁以上,合唱
user_0213,first_song_completed,2024-11-27T18:40:47,年轻用户,45岁以上,合唱
user_0214,signup,2024-10-10T01:45:40,年轻用户,25-34岁,练歌
user_0214,first_song_selected,2024-10-10T01:52:40,年轻用户,25-34岁,练歌
user_0215,signup,2024-10-21T19:06:18,年轻用户,35-44岁,合唱
user_0215,first_song_selected,2024-10-21T19:19:18,年轻用户,35-44岁,合唱
user_0216,signup,2024-10-08T11:48:27,年轻用户,25-34岁,合唱
user_0216,first_song_selected,2024-10-08T12:01:27,年轻用户,25-34岁,合唱
user_0216,first_song_completed,2024-10-08T12:08:27,年轻用户,25-34岁,合唱
user_0217,signup,2024-12-25T02:08:35,家庭用户,18-24岁,家庭聚会
user_0218,signup,2024-10-16T18:03:48,年轻用户,45岁以上,合唱
user_0218,first_song_selected,2024-10-16T18:15:48,年轻用户,45岁以上,合唱
user_0219,signup,2024-10-05T05:48:38,家庭用户,25-34岁,朋友聚会
user_0219,first_song_selected,2024-10-05T05:59:38,家庭用户,25-34岁,朋友聚会
user_0220,signup,2024-10-23T17:15:58,音乐爱好者,35-44岁,朋友聚会
user_0220,first_song_selected,2024-10-23T17:20:58,音乐爱好者,35-44岁,朋友聚会
user_0221,signup,2024-12-05T20:34:10,家庭用户,25-34岁,家庭聚会
user_0222,signup,2024-12-15T13:09:37,音乐爱好者,45岁以上,家庭聚会
user_0222,first_song_selected,2024-12-15T13:18:37,音乐爱好者,45岁以上,家庭聚会
user_0222,first_song_completed,2024-12-15T13:22:37,音乐爱好者,45岁以上,家庭聚会
user_0223,signup,2024-10-06T01:35:15,家庭用户,25-34岁,家庭聚会
user_0223,first_song_selected,2024-10-06T01:49:15,家庭用户,25-34岁,家庭聚会
user_0223,first_song_completed,2024-10-06T01:52:15,家庭用户,25-34岁,家庭聚会
user_0224,signup,2024-10-09T03:26:35,年轻用户,18-24岁,家庭聚会
user_0225,signup,2024-10-09T21:42:29,年轻用户,25-34岁,朋友聚会
user_0226,signup,2024-12-30T08:09:24,年轻用户,45岁以上,家庭聚会
user_0226,first_song_selected,2024-12-30T08:10:24,年轻用户,45岁以上,家庭聚会
user_0227,signup,2024-11-06T09:36:35,年轻用户,45岁以上,独唱
user_0227,first_song_selected,2024-11-06T09:42:35,年轻用户,45岁以上,独唱
user_0228,signup,2024-10-14T08:37:49,家庭用户,35-44岁,合唱
user_0228,first_song_selected,2024-10-14T08:52:49,家庭用户,35-44岁,合唱
user_0229,signup,2024-11-13T13:19:01,家庭用户,25-34岁,朋友聚会
user_0229,first_song_selected,2024-11-13T13:34:01,家庭用户,25-34岁,朋友聚会
user_0229,first_song_completed,2024-11-13T13:39:01,家庭用户,25-34岁,朋友聚会
user_0229,shared_recording,2024-11-13T13:44:01,家庭用户,25-34岁,朋友聚会
user_0230,signup,2024-12-15T08:36:47,年轻用户,45岁以上,独唱
user_0230,first_song_selected,2024-12-15T08:41:47,年轻用户,45岁以上,独唱
user_0230,first_song_completed,2024-12-15T08:45:47,年轻用户,45岁以上,独唱
user_0230,shared_recording,2024-12-15T09:11:47,年轻用户,45岁以上,独唱
user_0231,signup,2024-12-21T05:37:25,家庭用户,18-24岁,独唱
user_0232,signup,2024-11-25T19:57:27,年轻用户,18-24岁,练歌
user_0232,first_song_selected,2024-11-25T20:00:27,年轻用户,18-24岁,练歌
user_0232,first_song_completed,2024-11-25T20:03:27,年轻用户,18-24岁,练歌
user_0233,signup,2024-12-04T12:05:50,年轻用户,45岁以上,合唱
user_0233,first_song_selected,2024-12-04T12:14:50,年轻用户,45岁以上,合唱
user_0234,signup,2024-12-24T19:00:35,年轻用户,18-24岁,朋友聚会
user_0234,first_song_selected,2024-12-24T19:11:35,年轻用户,18-24岁,朋友聚会
user_0235,signup,2024-12-16T13:23:05,年轻用户,18-24岁,家庭聚会
user_0235,first_song_selected,2024-12-16T13:27:05,年轻用户,18-24岁,家庭聚会
user_0236,signup,2024-10-05T07:18:34,家庭用户,35-44岁,合唱
user_0236,first_song_selected,2024-10-05T07:24:34,家庭用户,35-44岁,合唱
user_0237,signup,2024-12-01T08:03:04,年轻用户,45岁以上,朋友聚会
user_0237,first_song_selected,2024-12-01T08:06:04,年轻用户,45岁以上,朋友聚会
user_0237,first_song_completed,2024-12-01T08:12:04,年轻用户,45岁以上,朋友聚会
user_0237,shared_recording,2024-12-01T08:19:04,年轻用户,45岁以上,朋友聚会
user_0238,signup,2024-10-31T15:23:29,年轻用户,25-34岁,独唱
user_0239,signup,2024-10-04T13:19:57,年轻用户,45岁以上,家庭聚会
user_0240,signup,2024-12-24T01:27:22,年轻用户,35-44岁,独唱
user_0240,first_song_selected,2024-12-24T01:32:22,年轻用户,35-44岁,独唱
user_0240,first_song_completed,2024-12-24T01:37:22,年轻用户,35-44岁,独唱
user_0240,shared_recording,2024-12-24T01:50:22,年轻用户,35-44岁,独唱
user_0241,signup,2024-10-19T03:18:56,家庭用户,45岁以上,家庭聚会
user_0241,first_song_selected,2024-10-19T03:26:56,家庭用户,45岁以上,家庭聚会
user_0241,first_song_completed,2024-10-19T03:33:56,家庭用户,45岁以上,家庭聚会
user_0241,shared_recording,2024-10-19T03:36:56,家庭用户,45岁以上,家庭聚会
user_0242,signup,2024-11-28T11:49:04,家庭用户,18-24岁,朋友聚会
user_0243,signup,2024-10-10T23:04:13,年轻用户,35-44岁,家庭聚会
user_0243,first_song_selected,2024-10-10T23:15:13,年轻用户,35-44岁,家庭聚会
user_0243,first_song_completed,2024-10-10T23:21:13,年轻用户,35-44岁,家庭聚会
user_0244,signup,2024-11-13T09:53:15,年轻用户,45岁以上,家庭聚会
user_0244,first_song_selected,2024-11-13T10:07:15,年轻用户,45岁以上,家庭聚会
user_0245,signup,2024-12-02T02:04:17,家庭用户,45岁以上,家庭聚会
user_0246,signup,2024-11-05T06:34:34,音乐爱好者,18-24岁,朋友聚会
user_0246,first_song_selected,2024-11-05T06:46:34,音乐爱好者,18-24岁,朋友聚会
user_0247,signup,2024-12-05T20:03:41,音乐爱好者,25-34岁,练歌
user_0248,signup,2024-12-15T14:04:20,年轻用户,18-24岁,合唱
user_0248,first_song_selected,2024-12-15T14:10:20,年轻用户,18-24岁,合唱
user_0249,signup,2024-11-06T00:24:35,年轻用户,25-34岁,朋友聚会
user_0249,first_song_selected,2024-11-06T00:37:35,年轻用户,25-34岁,朋友聚会
user_0249,first_song_completed,2024-11-06T00:41:35,年轻用户,25-34岁,朋友聚会
user_0250,signup,2024-10-12T00:21:15,年轻用户,35-44岁,合唱
user_0250,first_song_selected,2024-10-12T00:24:15,年轻用户,35-44岁,合唱
